category,file,area,volume,compactness,rectangularity,convexity,diameter,eccentricity,A3,D1,D2,D3,D4
AircraftBuoyant,m1337.obj,2.6679101224835957,0.34096238878028085,1.4442695697569898,0.43664368972269796,0.9551545698259577,1.001283806427389,3.3212131288131355,[0.092 0.215 0.182 0.164 0.124 0.108 0.064 0.033 0.014 0.004],[0.    0.007 0.18  0.435 0.212 0.123 0.043 0.    0.    0.   ],[0.03  0.076 0.102 0.146 0.141 0.121 0.117 0.141 0.102 0.024],[0.059 0.196 0.339 0.286 0.109 0.011 0.    0.    0.    0.   ],[0.235 0.519 0.232 0.014 0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1338.obj,3.609493422705001,0.393714683982426,2.6823976859847147,0.42964854819611126,0.9157007696920696,1.0466027086734562,1.1798582423358548,[0.05  0.18  0.209 0.213 0.172 0.106 0.048 0.02  0.002 0.   ],[0.    0.    0.    0.078 0.827 0.072 0.023 0.    0.    0.   ],[0.014 0.029 0.063 0.091 0.115 0.133 0.153 0.185 0.183 0.034],[0.013 0.087 0.222 0.343 0.291 0.044 0.    0.    0.    0.   ],[0.083 0.415 0.426 0.076 0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1339.obj,3.1673560190034586,-0.004026972388679459,17325.30818647115,-0.010371709600133798,-0.023831339204048053,1.0000187721663067,7.561471582135778,[0.2   0.179 0.138 0.135 0.11  0.079 0.082 0.044 0.029 0.004],[0.236 0.257 0.213 0.12  0.029 0.043 0.102 0.    0.    0.   ],[0.099 0.27  0.217 0.079 0.055 0.07  0.078 0.064 0.046 0.022],[0.276 0.432 0.216 0.068 0.008 0.    0.    0.    0.    0.   ],[0.677 0.311 0.012 0.    0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1340.obj,0.5191764744108238,0.0269713860683321,1.7009287042659664,0.20755049483047017,0.5591456889768325,1.0001491812299907,20.46768839974361,[0.17  0.135 0.159 0.156 0.154 0.11  0.049 0.037 0.024 0.006],[0.701 0.222 0.    0.006 0.008 0.008 0.019 0.02  0.016 0.   ],[0.321 0.484 0.037 0.011 0.013 0.009 0.024 0.042 0.047 0.012],[0.768 0.182 0.045 0.005 0.    0.    0.    0.    0.    0.   ],[0.97 0.03 0.   0.   0.   0.   0.   0.   0.   0.  ]
AircraftBuoyant,m1341.obj,0.6711271393470526,0.0350758214998709,2.172432683903206,0.2536369439967612,0.6326550874613355,1.0000085205267346,40.125989512084104,[0.316 0.122 0.1   0.096 0.096 0.065 0.063 0.045 0.071 0.026],[0.001 0.405 0.358 0.185 0.027 0.004 0.006 0.014 0.    0.   ],[0.2   0.273 0.066 0.101 0.104 0.146 0.071 0.009 0.016 0.014],[0.494 0.46  0.043 0.003 0.    0.    0.    0.    0.    0.   ],[0.979 0.021 0.    0.    0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1342.obj,1.5956235426819438,0.1458390424983126,1.6888509574997352,0.3823981017787712,0.9017028238052375,1.0010428921747934,10.981189944653737,[0.257 0.139 0.111 0.115 0.12  0.099 0.07  0.046 0.038 0.005],[0.06  0.634 0.066 0.009 0.044 0.054 0.076 0.057 0.    0.   ],[0.413 0.112 0.039 0.043 0.045 0.062 0.054 0.1   0.085 0.047],[0.55  0.289 0.075 0.062 0.024 0.    0.    0.    0.    0.   ],[0.864 0.123 0.013 0.    0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1343.obj,2.5881992987131315,-0.23170747051764232,2.8553588722549557,-0.45858758225767116,-1.0375651189517225,1.0022914266650023,4.092249949542046,[0.164 0.194 0.161 0.139 0.112 0.084 0.077 0.037 0.026 0.006],[0.05  0.262 0.362 0.152 0.083 0.053 0.038 0.    0.    0.   ],[0.054 0.175 0.189 0.172 0.118 0.103 0.098 0.048 0.033 0.01 ],[0.161 0.419 0.311 0.095 0.014 0.    0.    0.    0.    0.   ],[0.503 0.456 0.041 0.    0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1344.obj,1.5472358481153061,0.16875912236912366,1.1499598232579051,0.35682538041103606,0.9156292348831282,1.002638126939631,9.925315395577748,[0.235 0.117 0.15  0.155 0.117 0.085 0.05  0.035 0.035 0.021],[0.    0.25  0.448 0.01  0.054 0.072 0.105 0.061 0.    0.   ],"[0.3953954  0.09009009 0.01601602 0.01901902 0.02202202 0.05005005
 0.07307307 0.0950951  0.13413413 0.10510511]",[0.457 0.339 0.043 0.079 0.082 0.    0.    0.    0.    0.   ],[0.795 0.166 0.039 0.    0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1345.obj,2.390924820223105,0.0007427459400575786,219060.87334433364,0.0022530803289932525,0.005675397225227128,1.0000976368926875,4.8430508951624045,[0.151 0.179 0.169 0.168 0.121 0.09  0.051 0.027 0.03  0.014],[0.    0.031 0.266 0.321 0.225 0.157 0.    0.    0.    0.   ],[0.038 0.064 0.096 0.142 0.187 0.211 0.078 0.049 0.069 0.066],[0.061 0.283 0.375 0.206 0.075 0.    0.    0.    0.    0.   ],[0.288 0.573 0.137 0.002 0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1346.obj,0.6909199330418974,-0.03295289215950556,2.6856147848045326,-0.3583409360390398,-0.7184431892327148,1.0021331057272806,26.583715347674282,[0.247 0.214 0.104 0.079 0.073 0.073 0.072 0.067 0.059 0.012],[0.056 0.298 0.212 0.314 0.058 0.055 0.007 0.    0.    0.   ],[0.108 0.158 0.13  0.155 0.183 0.142 0.039 0.035 0.027 0.023],[0.255 0.491 0.25  0.004 0.    0.    0.    0.    0.    0.   ],[0.784 0.216 0.    0.    0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1347.obj,1.0301992350564015,0.05566349719633803,3.1201129699322996,0.44071849448321904,0.8259760157261273,1.0077021900819374,21.958119132922498,[0.216 0.21  0.102 0.095 0.117 0.082 0.069 0.063 0.038 0.008],[0.061 0.497 0.068 0.104 0.199 0.071 0.    0.    0.    0.   ],[0.191 0.186 0.061 0.118 0.18  0.164 0.038 0.014 0.025 0.023],[0.318 0.423 0.187 0.072 0.    0.    0.    0.    0.    0.   ],[0.73 0.27 0.   0.   0.   0.   0.   0.   0.   0.  ]
AircraftBuoyant,m1348.obj,1.026750475075491,0.03240445151059662,9.11450346350837,0.3166046183097093,0.7098090883717237,1.0013641806137212,23.4564544057843,[0.254 0.184 0.127 0.086 0.066 0.092 0.063 0.068 0.049 0.011],[0.047 0.333 0.228 0.301 0.036 0.043 0.012 0.    0.    0.   ],[0.134 0.158 0.14  0.148 0.171 0.12  0.043 0.039 0.031 0.016],[0.258 0.488 0.25  0.004 0.    0.    0.    0.    0.    0.   ],[0.775 0.225 0.    0.    0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1349.obj,0.666166603754197,0.027143686018080128,3.5477952760243716,0.21968853318536768,0.608041067228255,1.0013812670663742,11.745906202190188,[0.191 0.18  0.126 0.115 0.116 0.088 0.089 0.051 0.033 0.011],[0.067 0.512 0.107 0.115 0.142 0.057 0.    0.    0.    0.   ],[0.138 0.168 0.163 0.13  0.183 0.149 0.018 0.017 0.017 0.017],[0.303 0.44  0.22  0.037 0.    0.    0.    0.    0.    0.   ],[0.696 0.303 0.001 0.    0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1350.obj,0.7330203380898872,0.03171854528692324,3.4615385955952647,0.26987994020325173,0.6964276353800158,1.000040509810136,8.119591229295096,[0.243 0.117 0.111 0.136 0.147 0.096 0.072 0.047 0.024 0.007],[0.415 0.379 0.079 0.052 0.012 0.048 0.015 0.    0.    0.   ],[0.321 0.328 0.103 0.105 0.018 0.032 0.078 0.005 0.007 0.003],[0.688 0.204 0.094 0.014 0.    0.    0.    0.    0.    0.   ],[0.924 0.076 0.    0.    0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1351.obj,0.6321389996202521,0.020578919795547355,5.27400129254776,0.5286350593764212,0.836203755930392,1.0000225865718597,21.96037105409204,[0.216 0.178 0.138 0.099 0.115 0.067 0.06  0.072 0.048 0.007],[0.081 0.457 0.381 0.004 0.006 0.012 0.028 0.031 0.    0.   ],[0.138 0.33  0.194 0.098 0.101 0.047 0.022 0.023 0.025 0.022],[0.403 0.488 0.109 0.    0.    0.    0.    0.    0.    0.   ],[0.892 0.108 0.    0.    0.    0.    0.    0.    0.    0.   ]
AircraftBuoyant,m1352.obj,0.9022765567808975,0.04681216424136279,2.9638021380292607,0.4014586204374162,0.8541337435076096,1.0000434052195968,13.880911867104825,[0.175 0.239 0.14  0.118 0.074 0.078 0.08  0.07  0.024 0.002],[0.    0.334 0.231 0.237 0.156 0.042 0.    0.    0.    0.   ],[0.063 0.117 0.147 0.238 0.181 0.1   0.055 0.057 0.038 0.004],[0.156 0.394 0.413 0.037 0.    0.    0.    0.    0.    0.   ],[0.532 0.468 0.    0.    0.    0.    0.    0.    0.    0.   ]
Apartment,D00045.obj,5.118264290266352,0.08966166513558714,147.46948020747007,0.10488809638567768,0.31258702707962654,1.3976028570572054,3.8238300545123134,[0.097 0.192 0.176 0.182 0.159 0.099 0.055 0.021 0.011 0.008],[0.    0.008 0.206 0.666 0.12  0.    0.    0.    0.    0.   ],[0.024 0.079 0.131 0.135 0.185 0.178 0.199 0.059 0.01  0.   ],[0.045 0.23  0.412 0.303 0.009 0.001 0.    0.    0.    0.   ],[0.261 0.604 0.135 0.    0.    0.    0.    0.    0.    0.   ]
Apartment,D00086.obj,2.1700593373558275,0.12069425425642019,6.202821204154177,0.3225753078812907,0.8624093012369157,1.019264952434149,15.046331163554797,[0.223 0.227 0.139 0.073 0.049 0.073 0.092 0.07  0.036 0.018],[0.051 0.42  0.297 0.113 0.068 0.051 0.    0.    0.    0.   ],[0.128 0.207 0.185 0.139 0.134 0.097 0.061 0.04  0.007 0.002],[0.305 0.479 0.186 0.026 0.004 0.    0.    0.    0.    0.   ],[0.784 0.216 0.    0.    0.    0.    0.    0.    0.    0.   ]
Apartment,D00138.obj,4.961873178194096,0.037333470632162795,774.9753265470456,0.10485987372198873,0.16550875638319992,1.2530652218832061,6.6227100668566115,[0.247 0.162 0.11  0.099 0.111 0.08  0.079 0.052 0.044 0.016],[0.327 0.592 0.046 0.008 0.007 0.012 0.005 0.003 0.    0.   ],[0.361 0.25  0.306 0.039 0.01  0.015 0.011 0.007 0.001 0.   ],[0.84  0.145 0.014 0.    0.001 0.    0.    0.    0.    0.   ],[0.99 0.01 0.   0.   0.   0.   0.   0.   0.   0.  ]
Apartment,D00156.obj,14.46760884611787,0.0511025254232212,10253.052376597074,0.09435274975303348,0.1390143265101669,1.1966969074173148,6.448588114627589,[0.11  0.176 0.2   0.158 0.143 0.097 0.053 0.031 0.025 0.007],[0.    0.012 0.162 0.217 0.452 0.155 0.002 0.    0.    0.   ],"[0.01907631 0.062249   0.09236948 0.11044177 0.12248996 0.13955823
 0.15863454 0.17068273 0.08232932 0.04216867]",[0.038 0.182 0.288 0.302 0.17  0.02  0.    0.    0.    0.   ],[0.197 0.539 0.255 0.009 0.    0.    0.    0.    0.    0.   ]
Apartment,D00310.obj,5.816862998675696,0.022208833423267002,3528.27671702726,0.10889016071988925,0.1505515646426194,1.090828392175741,10.636297098659048,[0.164 0.216 0.171 0.117 0.117 0.073 0.059 0.038 0.027 0.018],[0.019 0.141 0.284 0.218 0.315 0.023 0.    0.    0.    0.   ],"[0.03503504 0.1031031  0.15615616 0.18918919 0.16616617 0.12012012
 0.09409409 0.06106106 0.04904905 0.02602603]",[0.081 0.376 0.37  0.171 0.002 0.    0.    0.    0.    0.   ],[0.4   0.582 0.018 0.    0.    0.    0.    0.    0.    0.   ]
Apartment,D00348.obj,3.031287200441801,0.21338322374033475,5.4088923691775,0.32358019972269536,0.7989787257632482,1.1916780840333887,28.082023527427722,[0.189 0.186 0.163 0.13  0.078 0.073 0.063 0.05  0.038 0.03 ],[0.143 0.205 0.22  0.228 0.168 0.034 0.    0.002 0.    0.   ],"[0.06006006 0.12312312 0.18618619 0.20720721 0.1961962  0.10910911
 0.05405405 0.03503504 0.01301301 0.01601602]",[0.215 0.409 0.303 0.065 0.008 0.    0.    0.    0.    0.   ],[0.733 0.265 0.002 0.    0.    0.    0.    0.    0.    0.   ]
Apartment,D00366.obj,3.2374371907331136,0.18994066830065173,8.31602444870157,0.5180992342408537,0.7592427710556359,1.1152542239065004,2.6418718903804086,[0.123 0.175 0.207 0.172 0.127 0.088 0.057 0.027 0.016 0.008],[0.    0.114 0.228 0.317 0.266 0.075 0.    0.    0.    0.   ],[0.036 0.07  0.114 0.101 0.231 0.163 0.137 0.072 0.067 0.009],[0.079 0.244 0.343 0.259 0.074 0.001 0.    0.    0.    0.   ],[0.323 0.483 0.193 0.001 0.    0.    0.    0.    0.    0.   ]
Apartment,D00478.obj,4.78591841529127,0.0681533714710979,208.67422536811355,0.14229227388803933,0.32843493864851836,1.1245239363664117,4.214672505665101,[0.111 0.172 0.207 0.177 0.12  0.112 0.051 0.034 0.014 0.002],[0.    0.015 0.291 0.225 0.468 0.001 0.    0.    0.    0.   ],[0.031 0.066 0.09  0.168 0.193 0.168 0.121 0.057 0.092 0.014],[0.059 0.192 0.384 0.321 0.044 0.    0.    0.    0.    0.   ],[0.244 0.562 0.194 0.    0.    0.    0.    0.    0.    0.   ]
Apartment,D00496.obj,2.8045182924653957,0.18260595938532057,5.849147378125945,0.399512525197193,0.8297909987656947,1.2256781949488074,2.485192646693341,[0.088 0.179 0.233 0.169 0.128 0.082 0.058 0.04  0.015 0.008],[0.    0.122 0.313 0.395 0.148 0.019 0.003 0.    0.    0.   ],[0.034 0.082 0.116 0.228 0.181 0.176 0.107 0.053 0.022 0.001],[0.069 0.258 0.439 0.215 0.018 0.001 0.    0.    0.    0.   ],[0.285 0.586 0.129 0.    0.    0.    0.    0.    0.    0.   ]
Apartment,D00626.obj,4.2116576237150065,0.0865122314042121,88.25753140688329,0.4469067259851655,0.6580233288684328,1.0449810042194934,5.342534518164391,[0.155 0.212 0.15  0.158 0.099 0.085 0.056 0.047 0.032 0.006],[0.003 0.35  0.217 0.117 0.259 0.054 0.    0.    0.    0.   ],[0.098 0.084 0.115 0.195 0.191 0.116 0.088 0.049 0.046 0.018],[0.167 0.322 0.34  0.165 0.006 0.    0.    0.    0.    0.   ],[0.46  0.483 0.057 0.    0.    0.    0.    0.    0.    0.   ]
Apartment,D00639.obj,6.303178001724049,0.15002172741119021,98.38253715855795,0.3491662677151615,0.6049119076175585,1.1521858721852027,3.5079404186650716,[0.118 0.184 0.216 0.144 0.133 0.089 0.05  0.04  0.022 0.004],[0.02  0.093 0.207 0.344 0.277 0.057 0.002 0.    0.    0.   ],[0.018 0.077 0.118 0.165 0.173 0.182 0.109 0.085 0.055 0.018],[0.05  0.262 0.382 0.243 0.06  0.003 0.    0.    0.    0.   ],[0.279 0.558 0.163 0.    0.    0.    0.    0.    0.    0.   ]
Apartment,D00651.obj,14.445733406116634,-0.050939319635366916,10272.121169592507,-0.09961569495146495,-0.13879549596272509,1.196049286914493,6.472004112576386,[0.113 0.196 0.178 0.166 0.13  0.099 0.064 0.032 0.018 0.004],[0.    0.014 0.138 0.245 0.419 0.182 0.002 0.    0.    0.   ],"[0.01207243 0.05231388 0.08953722 0.10965795 0.13078471 0.12977867
 0.16599598 0.15492958 0.10160966 0.05331992]",[0.041 0.171 0.303 0.294 0.172 0.019 0.    0.    0.    0.   ],[0.208 0.543 0.241 0.008 0.    0.    0.    0.    0.    0.   ]
