,category,file,area,volume,compactness,rectangularity,convexity,diameter,eccentricity,A3,D1,D2,D3,D4
0,AircraftBuoyant,m1337.obj,0.1162714942618518,2.5349020829201927,-0.02313471032252823,0.8996261231587208,1.1038763944794197,-0.6790673099253572,-0.09596980045061108,[0.092 0.215 0.182 0.164 0.124 0.108 0.064 0.033 0.014 0.004],[0.    0.007 0.18  0.435 0.212 0.123 0.043 0.    0.    0.   ],[0.03  0.076 0.102 0.146 0.141 0.121 0.117 0.141 0.102 0.024],[0.059 0.196 0.339 0.286 0.109 0.011 0.    0.    0.    0.   ],[0.235 0.519 0.232 0.014 0.    0.    0.    0.    0.    0.   ]
1,AircraftBuoyant,m1338.obj,0.4126269072072423,2.968160975882546,-0.02313471032252823,0.8795330499808198,1.0430992290934924,-0.11173634060748497,-0.09754686605209055,[0.05  0.18  0.209 0.213 0.172 0.106 0.048 0.02  0.002 0.   ],[0.    0.    0.    0.078 0.827 0.072 0.023 0.    0.    0.   ],[0.014 0.029 0.063 0.091 0.115 0.133 0.153 0.185 0.183 0.034],[0.013 0.087 0.222 0.343 0.291 0.044 0.    0.    0.    0.   ],[0.083 0.415 0.426 0.076 0.    0.    0.    0.    0.    0.   ]
2,AircraftBuoyant,m1339.obj,0.27346788344188555,-0.29852361222899104,-0.02313471032252823,-0.38439552187939524,-0.4042163190663892,-0.6949038169453922,-0.09284693380653106,[0.2   0.179 0.138 0.135 0.11  0.079 0.082 0.044 0.029 0.004],[0.236 0.257 0.213 0.12  0.029 0.043 0.102 0.    0.    0.   ],[0.099 0.27  0.217 0.079 0.055 0.07  0.078 0.064 0.046 0.022],[0.276 0.432 0.216 0.068 0.008 0.    0.    0.    0.    0.   ],[0.677 0.311 0.012 0.    0.    0.    0.    0.    0.    0.   ]
3,AircraftBuoyant,m1340.obj,-0.5600243230434538,-0.04393157187756275,-0.02313471032252823,0.2415713415602122,0.4938389034396059,-0.6932712729771829,-0.08334175990153246,[0.17  0.135 0.159 0.156 0.154 0.11  0.049 0.037 0.024 0.006],[0.701 0.222 0.    0.006 0.008 0.008 0.019 0.02  0.016 0.   ],[0.321 0.484 0.037 0.011 0.013 0.009 0.024 0.042 0.047 0.012],[0.768 0.182 0.045 0.005 0.    0.    0.    0.    0.    0.   ],[0.97 0.03 0.   0.   0.   0.   0.   0.   0.   0.  ]
4,AircraftBuoyant,m1341.obj,-0.5121991311099159,0.022630815781554403,-0.02313471032252823,0.37395156461765106,0.6070774977943041,-0.6950321535185946,-0.06886380920612044,[0.316 0.122 0.1   0.096 0.096 0.065 0.063 0.045 0.071 0.026],[0.001 0.405 0.358 0.185 0.027 0.004 0.006 0.014 0.    0.   ],[0.2   0.273 0.066 0.101 0.104 0.146 0.071 0.009 0.016 0.014],[0.494 0.46  0.043 0.003 0.    0.    0.    0.    0.    0.   ],[0.979 0.021 0.    0.    0.    0.    0.    0.    0.    0.   ]
5,AircraftBuoyant,m1342.obj,-0.2212216750394692,0.9323381626720807,-0.02313471032252823,0.7438093231707679,1.0215358950333973,-0.6820832284422149,-0.09032837874107578,[0.257 0.139 0.111 0.115 0.12  0.099 0.07  0.046 0.038 0.005],[0.06  0.634 0.066 0.009 0.044 0.054 0.076 0.057 0.    0.   ],[0.413 0.112 0.039 0.043 0.045 0.062 0.054 0.1   0.085 0.047],[0.55  0.289 0.075 0.062 0.024 0.    0.    0.    0.    0.   ],[0.864 0.123 0.013 0.    0.    0.    0.    0.    0.    0.   ]
6,AircraftBuoyant,m1343.obj,0.09118318387108909,-2.1684820697798624,-0.02313471032252823,-1.6718654457651492,-1.9658368823567054,-0.6664532760944922,-0.09540194705315484,[0.164 0.194 0.161 0.139 0.112 0.084 0.077 0.037 0.026 0.006],[0.05  0.262 0.362 0.152 0.083 0.053 0.038 0.    0.    0.   ],[0.054 0.175 0.189 0.172 0.118 0.103 0.098 0.048 0.033 0.01 ],[0.161 0.419 0.311 0.095 0.014 0.    0.    0.    0.    0.   ],[0.503 0.456 0.041 0.    0.    0.    0.    0.    0.    0.   ]
7,AircraftBuoyant,m1344.obj,-0.2364512943428272,1.1205826436635444,-0.02313471032252823,0.6703534023938936,1.0429890322835746,-0.662113060574713,-0.09110600950248814,[0.235 0.117 0.15  0.155 0.117 0.085 0.05  0.035 0.035 0.021],[0.    0.25  0.448 0.01  0.054 0.072 0.105 0.061 0.    0.   ],"[0.3953954  0.09009009 0.01601602 0.01901902 0.02202202 0.05005005
 0.07307307 0.0950951  0.13413413 0.10510511]",[0.457 0.339 0.043 0.079 0.082 0.    0.    0.    0.    0.   ],[0.795 0.166 0.039 0.    0.    0.    0.    0.    0.    0.   ]
8,AircraftBuoyant,m1345.obj,0.029092703376425246,-0.25934952748193046,-0.02313471032252823,-0.3481316626082943,-0.35876224889126623,-0.6939165379195313,-0.09484899697824034,[0.151 0.179 0.169 0.168 0.121 0.09  0.051 0.027 0.03  0.014],[0.    0.031 0.266 0.321 0.225 0.157 0.    0.    0.    0.   ],[0.038 0.064 0.096 0.142 0.187 0.211 0.078 0.049 0.069 0.066],[0.061 0.283 0.375 0.206 0.075 0.    0.    0.    0.    0.   ],[0.288 0.573 0.137 0.002 0.    0.    0.    0.    0.    0.   ]
9,AircraftBuoyant,m1346.obj,-0.5059695160058679,-0.536094545015937,-0.02313471032252823,-1.3839137023080048,-1.474240984496686,-0.6684352387328047,-0.07883742679065311,[0.247 0.214 0.104 0.079 0.073 0.073 0.072 0.067 0.059 0.012],[0.056 0.298 0.212 0.314 0.058 0.055 0.007 0.    0.    0.   ],[0.108 0.158 0.13  0.155 0.183 0.142 0.039 0.035 0.027 0.023],[0.255 0.491 0.25  0.004 0.    0.    0.    0.    0.    0.   ],[0.784 0.216 0.    0.    0.    0.    0.    0.    0.    0.   ]
